"id","label","is_translated","value","created_at","updated_at"
162,"{""en"":""Positive impact"",""pt-PT"":""Impacto positivo"",""pt-BR"":""Impacto positivo"",""es"":""Impacto positivo"",""fr"":""Impact positif""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","positive-impact","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
163,"{""en"":""Negative impact"",""pt-PT"":""Impacto negativo"",""pt-BR"":""Impacto negativo"",""es"":""Impacto negativo"",""fr"":""Impact n\u00e9gatif""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","negative-impact","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
164,"{""en"":""Commercial"",""pt-PT"":""Comerciais"",""pt-BR"":""Comerciais"",""es"":""Comercial"",""fr"":""Commercial""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","commercial","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
165,"{""en"":""In kind"",""pt-PT"":""Em esp\u00e9cie"",""pt-BR"":""Em esp\u00e9cie"",""es"":""En especie"",""fr"":""En nature""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","in-kind","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
166,"{""en"":""Free"",""pt-PT"":""Gratuitos"",""pt-BR"":""Gratuitos"",""es"":""Gratis"",""fr"":""Gratuit""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","free","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
167,"{""en"":""External entity involved"",""pt-PT"":""Entidade externa envolvida"",""pt-BR"":""Entidade externa envolvida"",""es"":""Entidad externa involucrada"",""fr"":""Entit\u00e9 externe impliqu\u00e9e""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","external-entity-involved","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
168,"{""en"":""Person in the organisation independent of the administration"",""pt-PT"":""Pessoa da organiza\u00e7\u00e3o independente da administra\u00e7\u00e3o"",""pt-BR"":""Pessoa da organiza\u00e7\u00e3o independente da administra\u00e7\u00e3o"",""es"":""Persona de la organizaci\u00f3n que es independiente de la direcci\u00f3n"",""fr"":""Personne dans l'organisation qui est ind\u00e9pendante de la direction""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","person-in-the-organisation-independent-of-the-administration","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
169,"{""en"":""Person in the organization belonging to the administration"",""pt-PT"":""Pessoa da organiza\u00e7\u00e3o pertencente \u00e0 administra\u00e7\u00e3o"",""pt-BR"":""Pessoa da organiza\u00e7\u00e3o pertencente \u00e0 administra\u00e7\u00e3o"",""es"":""Persona de la organizaci\u00f3n perteneciente a la administraci\u00f3n."",""fr"":""Personne de l'organisation appartenant \u00e0 l'administration""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","person-in-the-organization-belonging-to-the-administration","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
171,"{""en"":""Scrap"",""pt-PT"":""Desperd\u00edcio"",""pt-BR"":""Desperd\u00edcio"",""es"":""Desperdicio"",""fr"":""D\u00e9chets""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","scrap","2022-05-23T04:51:24.000Z","2022-08-23T01:12:49.000Z"
172,"{""en"":""Waste"",""pt-PT"":""Res\u00edduos"",""pt-BR"":""Res\u00edduos"",""es"":""Residuos"",""fr"":""R\u00e9sidus""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","waste","2022-05-23T04:51:24.000Z","2022-08-23T01:12:49.000Z"
173,"{""en"":""Energy"",""pt-PT"":""Energia"",""pt-BR"":""Energia"",""es"":""Energ\u00eda"",""fr"":""\u00c9nergie""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","energy","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
174,"{""en"":""Water resources"",""pt-PT"":""Recursos h\u00eddricos"",""pt-BR"":""Recursos h\u00eddricos"",""es"":""Recursos h\u00eddricos"",""fr"":""Ressources hydriques""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","water-resources","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
175,"{""en"":""Toxic products"",""pt-PT"":""Produtos t\u00f3xicos"",""pt-BR"":""Produtos t\u00f3xicos"",""es"":""Productos t\u00f3xicos"",""fr"":""Produits toxiques""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","toxic-products","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
176,"{""en"":""Biodiversity"",""pt-PT"":""Biodiversidade"",""pt-BR"":""Biodiversidade"",""es"":""Biodiversidad"",""fr"":""Biodiversit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","biodiversity","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
178,"{""en"":""Social differences"",""pt-PT"":""Desigualdades Sociais"",""pt-BR"":""Desigualdades Sociais"",""es"":""Diferencias sociales"",""fr"":""Diff\u00e9rences sociales""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","social-differences","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
179,"{""en"":""Employability"",""pt-PT"":""Empregabilidade"",""pt-BR"":""Empregabilidade"",""es"":""Empleabilidad"",""fr"":""Employabilit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","employability","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
180,"{""en"":""Inclusion"",""pt-PT"":""Inclus\u00e3o"",""pt-BR"":""Inclus\u00e3o"",""es"":""Inclusi\u00f3n"",""fr"":""Inclusion""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","inclusion","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
182,"{""en"":""Permanent"",""pt-PT"":""Permanentes"",""pt-BR"":""Permanentes"",""es"":""Permanente"",""fr"":""Permanent""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","permanent","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
183,"{""en"":""Temporary"",""pt-PT"":""Tempor\u00e1rios"",""pt-BR"":""Tempor\u00e1rios"",""es"":""Temporal"",""fr"":""Temporaire""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","temporary","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
184,"{""en"":""Subcontractors \/ supplied"",""pt-PT"":""Subcontratados\/fornecidos"",""pt-BR"":""Subcontratados\/fornecidos"",""es"":""Subcontratistas \/ suministrados"",""fr"":""Sous-traitants \/ fournis""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","subcontractors-supplied","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
185,"{""en"":""Full-time"",""pt-PT"":""Tempo integral"",""pt-BR"":""Tempo integral"",""es"":""Tiempo completo"",""fr"":""\u00c0 temps plein""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","full-time","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
186,"{""en"":""Part time"",""pt-PT"":""Tempo parcial"",""pt-BR"":""Tempo parcial"",""es"":""Medio tiempo"",""fr"":""\u00c0 temps partiel""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","part-time","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
187,"{""en"":""Direction"",""pt-PT"":""Dire\u00e7\u00e3o"",""pt-BR"":""Dire\u00e7\u00e3o"",""es"":""Direcci\u00f3n"",""fr"":""Direction""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","direction","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
188,"{""en"":""Intermediate management"",""pt-PT"":""Gest\u00e3o Interm\u00e9dia"",""pt-BR"":""Gest\u00e3o Interm\u00e9dia"",""es"":""Gesti\u00f3n intermedia"",""fr"":""Gestion interm\u00e9diaire""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","intermediate-management","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
190,"{""en"":""Plan \/ Health Insurance"",""pt-PT"":""Plano\/seguro de sa\u00fade"",""pt-BR"":""Plano\/seguro de sa\u00fade"",""es"":""Plan \/ Seguro de Salud"",""fr"":""Plan \/ assurance maladie""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","plan-health-insurance","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
191,"{""en"":""Paid vacations"",""pt-PT"":""F\u00e9rias remuneradas"",""pt-BR"":""F\u00e9rias remuneradas"",""es"":""Vacaciones pagadas"",""fr"":""Vacances pay\u00e9es""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","paid-vacations","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
192,"{""en"":""Maternity leave"",""pt-PT"":""Licen\u00e7a maternidade"",""pt-BR"":""Licen\u00e7a maternidade"",""es"":""Licencia de maternidad"",""fr"":""Cong\u00e9 maternit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","maternity-leave","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
193,"{""en"":""Paternity leave"",""pt-PT"":""Licen\u00e7a paternidade"",""pt-BR"":""Licen\u00e7a paternidade"",""es"":""Licencia de paternidad"",""fr"":""Cong\u00e9 paternit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","paternity-leave","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
194,"{""en"":""Pension plan"",""pt-PT"":""Plano de previd\u00eancia"",""pt-BR"":""Plano de previd\u00eancia"",""es"":""Plan de pension"",""fr"":""Plan de retraite""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","pension-plan","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
195,"{""en"":""Psychological / emotional support"",""pt-PT"":""Suporte psicológico/emocional"",""pt-BR"":""Suporte psicológico / emocional"",""es"":""Apoyo psicológico / emocional"",""fr"":""Soutien psychologique / émotionnel""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","psychological-emotional-support","2022-05-23T04:51:24.000Z","2023-06-17T16:46:18.000Z"
196,"{""en"":""Participation in profits and results"",""pt-PT"":""Participa\u00e7\u00e3o nos lucros e resultados"",""pt-BR"":""Participa\u00e7\u00e3o nos lucros e resultados"",""es"":""Participaci\u00f3n en beneficios y resultados."",""fr"":""Participation aux b\u00e9n\u00e9fices et aux r\u00e9sultats""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","participation-in-profits-and-results","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
197,"{""en"":""Covenants with academies"",""pt-PT"":""Convénios com academias"",""pt-BR"":""Convênios com academias"",""es"":""Convenios con academias."",""fr"":""Alliances avec des académies""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","covenants-with-academies","2022-05-23T04:51:24.000Z","2023-06-17T16:47:46.000Z"
198,"{""en"":""Education allowance (undergraduate, postgraduate or technical and improvement courses)"",""pt-PT"":""Auxílio para educação (cursos de graduação, pós-graduação ou cursos técnicos e de aperfeiçoamento)"",""pt-BR"":""Auxilio para educação (cursos de graduação, pos-graduação ou cursos técnicos e de aperfeiçoamento)"",""es"":""Subsidio de educación (licenciatura, posgrado, cursos técnicos o de perfeccionamiento)"",""fr"":""Allocation d'éducation (cours d'enseignement supérieur, doctorat, techniques ou de formation continue)""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","education-allowance-undergraduate-postgraduate-or-technical-and-improvement-courses","2022-05-23T04:51:24.000Z","2023-06-17T16:48:09.000Z"
199,"{""en"":""Life insurance"",""pt-PT"":""Seguro de vida"",""pt-BR"":""Seguro de vida"",""es"":""Seguro de vida"",""fr"":""Assurance-vie""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","life-insurance","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
200,"{""en"":""Lunch allowance"",""pt-PT"":""Subs\u00eddio de almo\u00e7o"",""pt-BR"":""Subs\u00eddio de almo\u00e7o"",""es"":""Subsidio de almuerzo"",""fr"":""Allocation de d\u00e9jeuner""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","lunch-allowance","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
201,"{""en"":""Transport subsidy"",""pt-PT"":""Subs\u00eddio de transporte"",""pt-BR"":""Subs\u00eddio de transporte"",""es"":""Subsidio de transporte"",""fr"":""Subvention de transport""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","transport-subsidy","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
204,"{""en"":""Person \/ Internal department"",""pt-PT"":""Pessoa\/ Departamento interno"",""pt-BR"":""Pessoa\/ Departamento interno"",""es"":""Persona \/ Departamento Interno"",""fr"":""Personne \/ Service interne""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","person-internal-department","2022-05-23T04:51:24.000Z","2022-08-23T01:12:49.000Z"
206,"{""en"":""Access to health insurance"",""pt-PT"":""Acesso a um seguro de sa\u00fade"",""pt-BR"":""Acesso a um seguro de sa\u00fade"",""es"":""Acceso al seguro de salud."",""fr"":""Acc\u00e8s \u00e0 l'assurance maladie""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","access-to-health-insurance","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
207,"{""en"":""Access to a set of partnerships / protocols with entities in the health area"",""pt-PT"":""Acesso a um conjunto de parcerias/protocolos com entidades na área da saúde"",""pt-BR"":""Acesso a um conjunto de parcerias/ protocolos com entidades na área da saúde"",""es"":""Acceso a un conjunto de asociaciones / protocolos con entidades en el área de la salud."",""fr"":""Accès à l'ensemble de partenariats / protocoles avec des entités dans le domaine de la santé""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","access-to-a-set-of-partnerships-protocols-with-entities-in-the-health-area","2022-05-23T04:51:24.000Z","2023-06-17T16:49:50.000Z"
208,"{""en"":""Financial support"",""pt-PT"":""Apoio financeiro"",""pt-BR"":""Apoio financeiro"",""es"":""Soporte financiero"",""fr"":""Aide financi\u00e8re""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","financial-support","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
209,"{""en"":""Access to gym"",""pt-PT"":""Acesso a gin\u00e1sio"",""pt-BR"":""Acesso a gin\u00e1sio"",""es"":""Acceso al gimnasio"",""fr"":""Acc\u00e8s au gymnase""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","access-to-gym","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
210,"{""en"":""Performing themed awareness campaigns (food, smoking, ...)"",""pt-PT"":""Realiza\u00e7\u00e3o de campanhas de sensibiliza\u00e7\u00e3o tem\u00e1ticas (alimenta\u00e7\u00e3o, tabagismo, \u2026)"",""pt-BR"":""Realiza\u00e7\u00e3o de campanhas de sensibiliza\u00e7\u00e3o tem\u00e1ticas (alimenta\u00e7\u00e3o, tabagismo, \u2026)"",""es"":""Realizando campa\u00f1as de sensibilizaci\u00f3n de tem\u00e1tica (alimentos, fumadores, ...)"",""fr"":""Effectuer des campagnes de sensibilisation \u00e0 th\u00e8me (Nourriture, Tabagisme, ...)""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","performing-themed-awareness-campaigns-food-smoking","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
212,"{""en"":""Discrimination"",""pt-PT"":""Discrimina\u00e7\u00e3o"",""pt-BR"":""Discrimina\u00e7\u00e3o"",""es"":""Discriminaci\u00f3n"",""fr"":""Discrimination""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","discrimination","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
213,"{""en"":""Harassment"",""pt-PT"":""Ass\u00e9dio moral"",""pt-BR"":""Ass\u00e9dio moral"",""es"":""Acoso"",""fr"":""Harc\u00e8lement""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","harassment","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
214,"{""en"":""Sexual harassment"",""pt-PT"":""Ass\u00e9dio sexual"",""pt-BR"":""Ass\u00e9dio sexual"",""es"":""Acoso sexual"",""fr"":""Harc\u00e8lement sexuel""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","sexual-harassment","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
216,"{""en"":""Achievement of diligence"",""pt-PT"":""Realiza\u00e7\u00e3o de dilig\u00eancia"",""pt-BR"":""Realiza\u00e7\u00e3o de dilig\u00eancia"",""es"":""Logro de la diligencia"",""fr"":""R\u00e9alisation de la diligence""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","achievement-of-diligence","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
217,"{""en"":""Reputational credit and compliance"",""pt-PT"":""Cr\u00e9dito reputacional e compliance"",""pt-BR"":""Cr\u00e9dito reputacional e compliance"",""es"":""Cr\u00e9dito de reputaci\u00f3n y cumplimiento."",""fr"":""Cr\u00e9dit de r\u00e9putation et conformit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","reputational-credit-and-compliance","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
218,"{""en"":""Environmental sustainability practices"",""pt-PT"":""Pr\u00e1ticas de sustentabilidade ambiental"",""pt-BR"":""Pr\u00e1ticas de sustentabilidade ambiental"",""es"":""Pr\u00e1cticas de sostenibilidad ambiental."",""fr"":""Pratiques de durabilit\u00e9 de l'environnement""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","environmental-sustainability-practices","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
219,"{""en"":""Social Sustainability Practices"",""pt-PT"":""Pr\u00e1ticas de sustentabilidade social"",""pt-BR"":""Pr\u00e1ticas de sustentabilidade social"",""es"":""Pr\u00e1cticas de sostenibilidad social"",""fr"":""Pratiques de durabilit\u00e9 sociale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","social-sustainability-practices","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
220,"{""en"":""Exposure to risks of labour similar to slave and child labour"",""pt-PT"":""Exposi\u00e7\u00e3o a riscos de trabalho an\u00e1lago a trabalho escravo e infantil"",""pt-BR"":""Exposi\u00e7\u00e3o a riscos de trabalho an\u00e1lago a trabalho escravo e infantil"",""es"":""Exposici\u00f3n a riesgos laborales an\u00e1logos a los del trabajo esclavo e infantil"",""fr"":""Exposition \u00e0 des risques de travail analogue au travail des esclaves et des enfants""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","exposure-to-risks-of-labour-similar-to-slave-and-child-labour","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
221,"{""en"":""Conflict of interests"",""pt-PT"":""Conflito de interesses"",""pt-BR"":""Conflito de interesses"",""es"":""Conflicto de intereses"",""fr"":""Conflit d'inter\u00eats""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","conflict-of-interests","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
222,"{""en"":""Risks of corruption"",""pt-PT"":""Riscos de corrup\u00e7\u00e3o"",""pt-BR"":""Riscos de corrup\u00e7\u00e3o"",""es"":""Riesgos de corrupci\u00f3n"",""fr"":""Risques de corruption""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","risks-of-corruption","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
224,"{""en"":""Fully complies with the supplier policy"",""pt-PT"":""Cumpre integralmente a pol\u00edtica de fornecedores"",""pt-BR"":""Cumpre integralmente a pol\u00edtica de fornecedores"",""es"":""Cumple plenamente con la pol\u00edtica de proveedores"",""fr"":""Respecter pleinement la politique des fournisseurs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","fully-complies-with-the-supplier-policy","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
225,"{""en"":""Complies with part of the supplier policy"",""pt-PT"":""Cumpre parte da pol\u00edtica de fornecedores"",""pt-BR"":""Cumpre parte da pol\u00edtica de fornecedores"",""es"":""Cumple con parte de la pol\u00edtica de proveedores"",""fr"":""Conforme \u00e0 une partie de la politique des fournisseurs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","complies-with-part-of-the-supplier-policy","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
226,"{""en"":""Do not meet supplier policy"",""pt-PT"":""N\u00e3o cumpre a pol\u00edtica de fornecedores"",""pt-BR"":""N\u00e3o cumpre a pol\u00edtica de fornecedores"",""es"":""No cumple con la pol\u00edtica de proveedores."",""fr"":""Ne r\u00e9pondez pas \u00e0 la politique des fournisseurs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","do-not-meet-supplier-policy","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
227,"{""en"":""We do not have this information"",""pt-PT"":""Esta informa\u00e7\u00e3o n\u00e3o est\u00e1 dispon\u00edvel"",""pt-BR"":""Esta informa\u00e7\u00e3o n\u00e3o est\u00e1 dispon\u00edvel"",""es"":""No tenemos esta informaci\u00f3n."",""fr"":""Nous n'avons pas cette information""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","we-do-not-have-this-information","2022-05-23T04:51:24.000Z","2022-08-04T06:16:32.000Z"
228,"{""en"":""Organizations that provide a product"",""pt-PT"":""Organiza\u00e7\u00f5es que fornecem um produto"",""pt-BR"":""Organiza\u00e7\u00f5es que fornecem um produto"",""es"":""Organizaciones que proporcionan un producto."",""fr"":""Organisations qui fournissent un produit""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","organizations-that-provide-a-product","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
229,"{""en"":""Organizations that provide a service"",""pt-PT"":""Organiza\u00e7\u00f5es que fornecem um servi\u00e7o"",""pt-BR"":""Organiza\u00e7\u00f5es que fornecem um servi\u00e7o"",""es"":""Organizaciones que proporcionan un servicio."",""fr"":""Organisations qui fournissent un service""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","organizations-that-provide-a-service","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
230,"{""en"":""People who provide a product"",""pt-PT"":""Pessoas que fornecem um produto"",""pt-BR"":""Pessoas que fornecem um produto"",""es"":""Personas que proporcionan un producto."",""fr"":""Personnes qui fournissent un produit""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","people-who-provide-a-product","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
231,"{""en"":""People who provide a service"",""pt-PT"":""Pessoas que fornecem um servi\u00e7o"",""pt-BR"":""Pessoas que fornecem um servi\u00e7o"",""es"":""Personas que proporcionan un servicio."",""fr"":""Personnes qui fournissent un service""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","people-who-provide-a-service","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
232,"{""en"":""Consumer Goods"",""pt-PT"":""Bens de consumo"",""pt-BR"":""Bens de consumo"",""es"":""Bienes de consumo"",""fr"":""Biens de consommation""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","consumer-goods","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
233,"{""en"":""Extractives & Mineral Processing"",""pt-PT"":""Extrativos e Processamento de minerais"",""pt-BR"":""Extrativos e Processamento de minerais"",""es"":""Extractivos y procesamiento mineral."",""fr"":""Extraction et traitement des minérNonx""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","extractives-mineral-processing","2022-05-23T04:51:24.000Z","2023-06-18T14:53:25.000Z"
234,"{""en"":""Financials"",""pt-PT"":""Finan\u00e7as"",""pt-BR"":""Finan\u00e7as"",""es"":""Finanzas"",""fr"":""Financi\u00e8re""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","financials","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
235,"{""en"":""Food & Beverage"",""pt-PT"":""Alimenta\u00e7\u00e3o e Bebidas"",""pt-BR"":""Alimenta\u00e7\u00e3o e Bebidas"",""es"":""Bebida alimenticia"",""fr"":""nourriture et boissons""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","food-beverage","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
236,"{""en"":""Health Care"",""pt-PT"":""Cuidados de Sa\u00fade\/Sistema de Sa\u00fade"",""pt-BR"":""Cuidados de Sa\u00fade (1) \/Sistema de Sa\u00fade (2)"",""es"":""Cuidado de la salud"",""fr"":""Soins de sant\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","health-care","2022-05-23T04:51:24.000Z","2022-09-16T15:21:55.000Z"
237,"{""en"":""Infrastructure"",""pt-PT"":""Infraestruturas"",""pt-BR"":""Infraestruturas"",""es"":""Infraestructura"",""fr"":""Infrastructure""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","infrastructure","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
238,"{""en"":""Renewable Resources & Alternative Energy"",""pt-PT"":""Recursos Renov\u00e1veis & Energias Alternativas"",""pt-BR"":""Recursos Renov\u00e1veis & Energias Alternativas"",""es"":""Recursos renovables y energ\u00eda alternativa."",""fr"":""Ressources renouvelables et \u00e9nergie alternative""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","renewable-resources-alternative-energy","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
239,"{""en"":""Resource Transformation"",""pt-PT"":""Transforma\u00e7\u00e3o de Recursos"",""pt-BR"":""Transforma\u00e7\u00e3o de Recursos"",""es"":""Transformaci\u00f3n de recursos"",""fr"":""Transformation des ressources""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","resource-transformation","2022-05-23T04:51:24.000Z","2022-05-23T04:51:24.000Z"
241,"{""en"":""Real Estate"",""pt-PT"":""Imobili\u00e1ria"",""pt-BR"":""Imobili\u00e1ria"",""es"":""Inmobiliaria"",""fr"":""Immobilier""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","real-estate","2022-05-23T04:51:24.000Z","2022-08-23T01:12:49.000Z"
