"id","note","only","except","parent_id","sdg_id","category_id","order","impact","name","description","is_translated","created_at","updated_at","deleted_at"
43,,,,,,10,,"4.38","{""en"":""Define a strategy to monitor customers and evaluate the level of satisfaction"",""pt-PT"":""Definir uma estrat\u00e9gia para monitorizar os clientes e avaliar o n\u00edvel de satisfa\u00e7\u00e3o"",""pt-BR"":""Definir uma estrat\u00e9gia para medir e monitorizar o n\u00edvel de satisfa\u00e7\u00e3o do cliente"",""es"":""Definir una estrategia de seguimiento de los clientes y evaluar el nivel de satisfacci\u00f3n"",""fr"":""D\u00e9finir une strat\u00e9gie pour suivre les clients et \u00e9valuer leur niveau de satisfaction""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
44,,,,,,15,,"0.75","{""en"":""Create a client care process"",""pt-PT"":""Criar um processo de client care"",""pt-BR"":""Criar um processo de client care"",""es"":""Crear un proceso de atenci\u00f3n al cliente"",""fr"":""Cr\u00e9er un processus de service au client""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2022-05-23T04:51:23.000Z",
45,,,,,,15,,"1.50","{""en"":""Create \/ Review data security policies and processes"",""pt-PT"":""Criar \/ Rever pol\u00edticas e processos de seguran\u00e7a de dados"",""pt-BR"":""Criar \/ Rever pol\u00edticas e processos de seguran\u00e7a de dados"",""es"":""Crear \/ revisar las pol\u00edticas y procesos de seguridad de los datos"",""fr"":""Cr\u00e9er \/ R\u00e9viser les politiques et processus de s\u00e9curit\u00e9 des donn\u00e9es""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
46,,,,,,4,,"0.96","{""en"":""Make\/Review a water-related impact study"",""pt-PT"":""Fazer\/ Rever um estudo de impacto relacionado \u00e0 \u00e1gua"",""pt-BR"":""Fazer um estudo de impacto associado \u00e0 \u00e0gua"",""es"":""Hacer\/revisar un estudio de impacto relacionado con el agua"",""fr"":""R\u00e9aliser\/examiner une \u00e9tude d'impact sur l'eau""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
47,,,,,,15,,"0.38","{""en"":""Define indicators for the social and environmental impact projects implemented"",""pt-PT"":""Definir indicadores para os projetos de impacto social e ambiental implementados"",""pt-BR"":""Definir indicadores para os projetos de impacto social e ambiental implementados"",""es"":""Definir los indicadores de los proyectos de impacto social y medioambiental implementados"",""fr"":""D\u00e9finir des indicateurs pour les projets d'impact social et environnemental mis en \u0153uvre""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
48,,,,,,4,,"0.96","{""en"":""Define indicators for monitoring water consumption and disposal along the value chain"",""pt-PT"":""Definir indicadores de monitoriza\u00e7\u00e3o do consumo e descarte de \u00e1gua ao longo da cadeia de valor"",""pt-BR"":""Definir indicadores de monitoriza\u00e7\u00e3o do consumo de \u00e1gua ao longo da cadeia de valor"",""es"":""Definir indicadores para controlar el consumo y la eliminaci\u00f3n de agua a lo largo de la cadena de valor"",""fr"":""D\u00e9finir des indicateurs pour surveiller la consommation et l'\u00e9limination de l'eau tout au long de la cha\u00eene de valeur""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
49,,,,,,17,,"2.63","{""en"":""Survey the laws and regulations with which the company has to comply"",""pt-PT"":""Fazer um levantamento das leis e regulamentos que a empresa tem que cumprir"",""pt-BR"":""Fazer um levantamento das leis e regulamentos que a empresa tem que cumprir"",""es"":""Examinar las leyes y reglamentos que debe cumplir la empresa"",""fr"":""Recenser les lois et r\u00e8glements auxquels l'entreprise doit se conformer""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
50,,,,,,14,,"3.50","{""en"":""Create policy and whistle-blowing channel (anti-corruption and conflicts of interest)"",""pt-PT"":""Criar pol\u00edtica e canal de den\u00fancia (anti-corrup\u00e7\u00e3o e conflitos de interesse)"",""pt-BR"":""Criar pol\u00edtica e canal de den\u00fancia (anti-corrup\u00e7\u00e3o e conflitos de interesse)"",""es"":""Crear una pol\u00edtica y un canal de denuncia (anticorrupci\u00f3n y conflictos de intereses)"",""fr"":""Cr\u00e9er une politique et un canal de d\u00e9nonciation (anti-corruption et conflits d'int\u00e9r\u00eats)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
51,,,,,,10,,"2.19","{""en"":""Create a client complaint mechanism (handling, managing and monitoring complaints)"",""pt-PT"":""Criar um mecanismo de reclama\u00e7\u00f5es para o cliente ( tratamento, gest\u00e3o e monitoriza\u00e7\u00e3o de den\u00fancias)"",""pt-BR"":""Criar um mecanismo de reclama\u00e7\u00f5es para o cliente ( tratamento, gest\u00e3o e monitoriza\u00e7\u00e3o de den\u00fancias)"",""es"":""Crear un mecanismo de reclamaciones de los clientes (tratamiento, gesti\u00f3n y seguimiento de las reclamaciones)"",""fr"":""Cr\u00e9er un m\u00e9canisme de traitement des plaintes des clients (traitement, gestion et suivi des plaintes)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
52,,,,,,11,,"0.90","{""en"":""Define and indicate notice periods and means of communication for operational changes or dismissals"",""pt-PT"":""Definir e indicar os prazos de aviso e meios de comunica\u00e7\u00e3o de mudan\u00e7as operacionais ou despedimentos"",""pt-BR"":""Definir e indicar os prazos de aviso e meios de comunica\u00e7\u00e3o de mudan\u00e7as operacionais ou despedimentos"",""es"":""Definir e indicar los plazos de preaviso y los medios de comunicaci\u00f3n para los cambios operativos o los despidos"",""fr"":""D\u00e9finir et indiquer les p\u00e9riodes de pr\u00e9avis et les moyens de communication pour les changements op\u00e9rationnels ou les licenciements""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
53,,,,,,11,,"1.35","{""en"":""Encourage employees to exercise their rights"",""pt-PT"":""Incentivar os colaboradores a usufruir dos seus direitos"",""pt-BR"":""Incentivar os colaboradores a usufruir dos seus direitos"",""es"":""Motivar a los empleados para que ejerzan sus derechos"",""fr"":""Encourager les employ\u00e9s \u00e0 faire valoir leurs droits""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
54,,,,,,11,,"1.35","{""en"":""Create a process for investigation in case of work accidents or occupational diseases reported and consequent improvements"",""pt-PT"":""Criar um processo para investiga\u00e7\u00e3o no caso de acidentes de trabalho ou doen\u00e7as profissionais reportadas e consequentes melhorias"",""pt-BR"":""Criar um processo para investiga\u00e7\u00e3o no caso de acidentes de trabalho"",""es"":""Crear un proceso de investigaci\u00f3n en caso de que se denuncien accidentes de trabajo o enfermedades profesionales y las consiguientes mejoras"",""fr"":""Cr\u00e9er un processus d'enqu\u00eate en cas d'accidents du travail ou de maladies professionnelles signal\u00e9s et les am\u00e9liorations qui en d\u00e9coulent.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
55,,,,,,15,,"0.38","{""en"":""Create a strategy for identifying and monitoring fiscal risk"",""pt-PT"":""Criar uma estrat\u00e9gia para identifica\u00e7\u00e3o e monitoriza\u00e7\u00e3o do risco fiscal"",""pt-BR"":""Criar uma estrat\u00e9gia para identifica\u00e7\u00e3o e monitoriza\u00e7\u00e3o do risco fiscal"",""es"":""Creaci\u00f3n de una estrategia para identificar y controlar el riesgo fiscal"",""fr"":""Cr\u00e9ation d'une strat\u00e9gie d'identification et de suivi du risque fiscal""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
56,,,,,,8,,"3.83","{""en"":""Creating a strategy for monitoring, use and sustainable consumption of materials"",""pt-PT"":""Criar uma estrat\u00e9gia de monitoriza\u00e7\u00e3o, uso e consumo sustent\u00e1vel de materiais"",""pt-BR"":""Criar uma estrat\u00e9gia de uso e consumo sustent\u00e1vel de materiais"",""es"":""Crear una estrategia de seguimiento, uso y consumo sostenible de materiales"",""fr"":""Cr\u00e9er une strat\u00e9gie de suivi, d'utilisation et de consommation durable des mat\u00e9riaux""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
57,,,,,,14,,"3.50","{""en"":""Develop and follow up the company's Compliance training program"",""pt-PT"":""Desenvolver e acompanhar programa de forma\u00e7\u00e3o em Compliance da empresa"",""pt-BR"":""Desenvolver programa de forma\u00e7\u00e3o em Compliance da empresa"",""es"":""Desarrollar y seguir el programa de formaci\u00f3n en materia de cumplimiento de la empresa"",""fr"":""D\u00e9velopper et suivre le programme de formation en mati\u00e8re de conformit\u00e9 de l'entreprise""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
58,,,,,,12,,"8.75","{""en"":""Creating a strategy for investment and impact on the community and respective monitoring and reporting"",""pt-PT"":""Criar uma estrat\u00e9gia de investimento e impacto na comunidade e respetiva monitoriza\u00e7\u00e3o e reporte"",""pt-BR"":""Criar uma estrat\u00e9gia de investimento e impacto na comunidade"",""es"":""Creaci\u00f3n de una estrategia de inversi\u00f3n e impacto en la comunidad y su respectivo seguimiento e informaci\u00f3n"",""fr"":""Cr\u00e9ation d'une strat\u00e9gie d'investissement et d'impact sur la communaut\u00e9 et suivi et rapports respectifs""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2022-09-16T15:25:16.000Z",
59,,,,,,3,,"2.50","{""en"":""Create internal whistleblowing policy and channel (employees)"",""pt-PT"":""Criar pol\u00edtica e canal de den\u00fancias interno (colaboradores)"",""pt-BR"":""Criar uma pol\u00edtica interna de den\u00fancia e um canal (empregados)"",""es"":""Crear una pol\u00edtica y un canal de denuncia interna (empleados)"",""fr"":""Cr\u00e9er une politique et un canal de d\u00e9nonciation interne (employ\u00e9s)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
60,,,,,,3,,"2.50","{""en"":""Create policy and whistle-blowing channel (anti-corruption and conflicts of interest)"",""pt-PT"":""Criar pol\u00edtica e canal de den\u00fancia (anti-corrup\u00e7\u00e3o e conflitos de interesse)"",""pt-BR"":""Criar pol\u00edtica e canal de den\u00fancia (anti-corrup\u00e7\u00e3o e conflitos de interesse)"",""es"":""Crear una pol\u00edtica y un canal de denuncia (anticorrupci\u00f3n y conflictos de intereses)"",""fr"":""Cr\u00e9er une politique et un canal de d\u00e9nonciation (anti-corruption et conflits d'int\u00e9r\u00eats)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
61,,,,,,13,,"2.50","{""en"":""Creating a code of conduct and ethics for suppliers and respective awareness-raising and training"",""pt-PT"":""Criar um c\u00f3digo de conduta e de \u00e9tica para fornecedores e respetiva sensibiliza\u00e7\u00e3o e capacita\u00e7\u00e3o"",""pt-BR"":""Criar um c\u00f3digo de conduta e \u00e9tica para os fornecedores"",""es"":""Crear un c\u00f3digo de conducta y \u00e9tica para los proveedores y la correspondiente sensibilizaci\u00f3n y formaci\u00f3n"",""fr"":""Cr\u00e9er un code de conduite et d'\u00e9thique pour les fournisseurs, ainsi que des actions de sensibilisation et de formation respectives.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
62,,,,,,3,,"2.50","{""en"":""Create a policy on the prevention of conflicts of interest"",""pt-PT"":""Criar uma pol\u00edtica de preven\u00e7\u00e3o de conflitos de interesses"",""pt-BR"":""Criar uma pol\u00edtica para a preven\u00e7\u00e3o de conflitos de interesse"",""es"":""Crear una pol\u00edtica de prevenci\u00f3n de conflictos de intereses"",""fr"":""Cr\u00e9er une politique pour la pr\u00e9vention des conflits d'int\u00e9r\u00eats""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
63,,,,,,14,,"2.50","{""en"":""Create an anti-corruption policy"",""pt-PT"":""Criar uma pol\u00edtica anti-corrup\u00e7\u00e3o"",""pt-BR"":""Criar uma pol\u00edtica anti-corrup\u00e7\u00e3o"",""es"":""Crear una pol\u00edtica anticorrupci\u00f3n"",""fr"":""Cr\u00e9er une politique anti-corruption""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:23.000Z","2023-04-05T23:06:59.000Z",
64,,,,,,11,,"2.50","{""en"":""Monitor reported occupational accidents and diseases"",""pt-PT"":""Monitorizar os acidentes de trabalho e doen\u00e7as profissionais reportadas"",""pt-BR"":""Monitorizar os acidentes de trabalho e doen\u00e7as profissionais reportadas"",""es"":""Supervisar los accidentes y enfermedades laborales notificados"",""fr"":""Surveiller les accidents du travail et les maladies professionnelles signal\u00e9s""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-09-16T15:25:16.000Z","2023-04-05T23:06:59.000Z",
65,,,,,,11,,"2.50","{""en"":""To develop and follow up a training programme for employees"",""pt-PT"":""Desenvolver e acompanhar um programa de forma\u00e7\u00e3o para os trabalhadores"",""pt-BR"":""Desenvolver e acompanhar um programa de forma\u00e7\u00e3o para os trabalhadores"",""es"":""Desarrollar y seguir un programa de formaci\u00f3n para los empleados"",""fr"":""D\u00e9velopper et suivre un programme de formation pour les employ\u00e9s""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-09-16T15:25:16.000Z","2023-04-05T23:06:59.000Z",
66,,,,,,15,,"2.50","{""en"":""To create an internal communication strategy of all policies and practices of the organisation"",""pt-PT"":""Criar uma estrat\u00e9gia de comunica\u00e7\u00e3o interna e externa e forma\u00e7\u00e3o de todas as pol\u00edticas e pr\u00e1ticas da organiza\u00e7\u00e3o"",""pt-BR"":""Criar uma estrat\u00e9gia de comunica\u00e7\u00e3o interna e externa e forma\u00e7\u00e3o de todas as pol\u00edticas e pr\u00e1ticas da organiza\u00e7\u00e3o"",""es"":""Crear una estrategia de comunicaci\u00f3n interna de todas las pol\u00edticas y pr\u00e1cticas de la organizaci\u00f3n"",""fr"":""Cr\u00e9er une strat\u00e9gie de communication interne de toutes les politiques et pratiques de l'organisation""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-09-16T15:25:16.000Z","2023-04-05T23:06:59.000Z",
67,,,,,,13,,"2.50","{""en"":""Creating a strategy for monitoring the entire supply chain of the organisation"",""pt-PT"":""Criar uma estrat\u00e9gia para a monitoriza\u00e7\u00e3o de toda a cadeia de fornecedores da organiza\u00e7\u00e3o"",""pt-BR"":""Criar uma estrat\u00e9gia para a monitoriza\u00e7\u00e3o de toda a cadeia de fornecedores da organiza\u00e7\u00e3o"",""es"":""Crear una estrategia para controlar toda la cadena de suministro de la organizaci\u00f3n"",""fr"":""Cr\u00e9er une strat\u00e9gie pour surveiller l'ensemble de la cha\u00eene d'approvisionnement de l'organisation""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-09-16T15:25:16.000Z","2023-04-05T23:06:59.000Z",
68,,,,,,15,,"2.50","{""en"":""Define\/Redefine the mission, vision and values of the organization embracing the topic of sustainability"",""pt-PT"":""Definir\/Redefinir miss\u00e3o, vis\u00e3o e valores da organiza\u00e7\u00e3o incorporando o t\u00f3pico sustentabilidade"",""pt-BR"":""Definir\/Redefinir miss\u00e3o, vis\u00e3o e valores da organiza\u00e7\u00e3o incorporando o t\u00f3pico sustentabilidade"",""es"":""Definir\/Redefinir la misi\u00f3n, la visi\u00f3n y los valores de la organizaci\u00f3n incorporando el tema de la sostenibilidad"",""fr"":""D\u00e9finir\/red\u00e9finir la mission, la vision et les valeurs de l'organisation en int\u00e9grant le th\u00e8me de la durabilit\u00e9""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-09-16T15:25:16.000Z","2023-04-05T23:06:59.000Z",
69,,,,,,3,,"0.00","{""en"":""Do a mapping of stakeholders"",""pt-PT"":""Fazer mapeamento dos stakeholders"",""pt-BR"":""Fazer mapeamento dos stakeholders"",""es"":""Mapeo de los stakeholders"",""fr"":""Faire un mappage des parties prenantes/stakeholders""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-11-10T09:00:34.000Z","2023-04-05T23:06:59.000Z",
70,,,,,,3,,"0.00","{""en"":""Do a materiality analysis"",""pt-PT"":""Fazer análise de materialidade"",""pt-BR"":""Fazer análise de materialidade"",""es"":""Realizar un análisis de materialidad"",""fr"":""Effectuer une analyse de matérialité""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-11-10T09:00:34.000Z","2023-04-05T23:06:59.000Z",
71,,,,,,3,,"0.00","{""en"":""Monitor and disseminate sustainability performance"",""pt-PT"":""Monitorizar e divulgar o desempenho em sustentabilidade"",""pt-BR"":""Monitorizar e divulgar o desempenho em sustentabilidade"",""es"":""Supervisar y difundir los resultados en materia de sostenibilidad"",""fr"":""Contrôler et diffuser les performances en matière de développement durable""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-11-10T09:00:34.000Z","2023-04-05T23:06:59.000Z",
72,,,,,,2,,"0.00","{""en"":""Develop and follow up a training programme for employees"",""pt-PT"":""Desenvolver e acompanhar um programa de formação para os trabalhadores"",""pt-BR"":""Desenvolver e acompanhar um programa de formação para os trabalhadores"",""es"":""Desarrollar y seguir un programa de formación para los empleados"",""fr"":""Élaborer un programme de formation pour les employés et en assurer le suivi""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-11-10T09:00:34.000Z","2023-04-05T23:06:59.000Z",
73,,,,,,1,,"0.00","{""en"":""Create a strategy for monitoring, use and sustainable consumption of materials"",""pt-PT"":""Criar uma estratégia de monitorização, uso e consumo sustentável de materiais"",""pt-BR"":""Criar uma estratégia de monitorização, uso e consumo sustentável de materiais"",""es"":""Crear una estrategia de seguimiento, uso y consumo sostenible de materiales"",""fr"":""Élaborer une stratégie de suivi, d'utilisation et de consommation durable des matériaux""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-11-10T09:00:34.000Z","2023-04-05T23:06:59.000Z",
74,,,,,,1,,"0.00","{""en"":""Define a strategy for waste reduction and related impacts"",""pt-PT"":""Definir estratégia para redução dos resíduos e respetivos impactos"",""pt-BR"":""Definir estratégia para redução dos resíduos e respetivos impactos"",""es"":""Definir una estrategia para reducir los residuos y su impacto"",""fr"":""Définir une stratégie de réduction des déchets et de leurs impacts""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-11-10T09:00:34.000Z","2023-04-05T23:06:59.000Z",
75,,,,,,3,,"0.00","{""en"":""Designate a Sustainability Manager in the organization"",""pt-PT"":""Nomear um responsável pela gestão da sustentabilidade na organização"",""pt-BR"":""Nomear um responsável pela gestão da sustentabilidade na organização"",""es"":""Designar a un responsable de la gestión de la sostenibilidad en la organización"",""fr"":""Désigner une personne responsable de la gestion du développement durable au sein de l'organisation""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
76,,,,,,3,,"0.00","{""en"":""Identify and prioritize the organization's stakeholders"",""pt-PT"":""Identificar e priorizar os stakeholders da organização"",""pt-BR"":""Identificar e priorizar os stakeholders da organização"",""es"":""Identificar y priorizar los grupos de interés de la organización"",""fr"":""Identifier et hiérarchiser les parties prenantes de l'organisation""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
77,,,,,,3,,"0.00","{""en"":""Carry out an internal sustainability diagnosis"",""pt-PT"":""Realizar um diagnóstico interno de sustentabilidade"",""pt-BR"":""Realizar um diagnóstico interno de sustentabilidade"",""es"":""Realizar un diagnóstico interno de sostenibilidad"",""fr"":""Réaliser un diagnostic interne de durabilité""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
78,,,,,,3,,"0.00","{""en"":""Analyse the value chain of products/services"",""pt-PT"":""Analisar a cadeia de valor dos produtos/serviços"",""pt-BR"":""Analisar a cadeia de valor dos produtos/serviços"",""es"":""Analizar la cadena de valor de los productos/servicios"",""fr"":""Analyser la chaîne de valeur des produits/services""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
79,,,,,,3,,"0.00","{""en"":""Perform a materiality analysis"",""pt-PT"":""Fazer uma análise de materialidade"",""pt-BR"":""Fazer uma análise de materialidade"",""es"":""Realizar un análisis de materialidad"",""fr"":""Effectuer une analyse de matérialité""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
80,,,,,,3,,"0.00","{""en"":""Define strategic sustainability priorities based on a materiality analysis"",""pt-PT"":""Definir prioridades estratégicas de sustentabilidade com base numa análise de materialidade"",""pt-BR"":""Definir prioridades estratégicas de sustentabilidade com base numa análise de materialidade"",""es"":""Definir prioridades estratégicas de sostenibilidad basadas en un análisis de materialidad"",""fr"":""Définir les priorités stratégiques en matière de développement durable sur la base d'une analyse de matérialité""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
81,,,,,,3,,"0.00","{""en"":""Align with the Sustainable Development Goals (SDGs)"",""pt-PT"":""Fazer o alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS)"",""pt-BR"":""Fazer o alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS)"",""es"":""Alinearlas con los Objetivos de Desarrollo Sostenible (ODS)"",""fr"":""S'aligner sur les objectifs de développement durable (ODD)""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
82,,,,,,3,,"0.00","{""en"":""Define SMART (specific, measurable, additional, realistic and time bound) sustainability objectives and targets"",""pt-PT"":""Definir objetivos e metas de sustentabilidade SMART (específicos, mensuráveis, adicionais, realistas e delimitados no tempo)"",""pt-BR"":""Definir objetivos e metas de sustentabilidade SMART (específicos, mensuráveis, adicionais, realistas e delimitados no tempo)"",""es"":""Definir objetivos y metas de sostenibilidad SMART (específicos, mensurables, adicionales, realistas y sujetos a plazos)."",""fr"":""Définir des objectifs et des cibles SMART (spécifiques, mesurables, additionnels, réalistes et limités dans le temps) en matière de développement durable""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-12-05T08:13:26.000Z","2023-04-05T23:06:59.000Z",
