"id","note","only","parent_id","order","name","description","is_translated","created_at","updated_at","deleted_at","except"
43,"bcsd1","fa385a88-d089-434e-917f-9888c24cd400",3,43,"{""en"":""O19 | Goals and targets 2050"",""pt-PT"":""O19 | Objetivos e Metas 2050"",""pt-BR"":""O19 | Objetivos e Metas 2050"",""es"":""O19 | Objetivos y metas para 2050"",""fr"":""O19 | Objectifs et cibles pour 2050""}","{""en"":""O19 | Goals and targets 2050"",""pt-PT"":""O19 | Objetivos e Metas 2035"",""pt-BR"":""O19 | Objetivos e Metas 2050"",""es"":""O19 | Objetivos y metas para 2050"",""fr"":""O19 | Objectifs et cibles pour 2050""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2022-11-10T08:55:47.000Z","2023-06-23T13:22:57.000Z",,
44,"bcsd1","fa385a88-d089-434e-917f-9888c24cd400",3,44,"{""en"":""O20 | Expand the Charter"",""pt-PT"":""O20 | Expandir a Carta"",""pt-BR"":""O20 | Expandir a Carta"",""es"":""O20 | Expandir la Carta"",""fr"":""O20 | Élargir la Charte""}","{""en"":""O20 | Expand the Charter"",""pt-PT"":""O20 | Expandir a Carta"",""pt-BR"":""O20 | Expandir a Carta"",""es"":""O20 | Expandir la Carta"",""fr"":""O20 | Élargir la Charte""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2022-11-10T08:55:47.000Z","2023-06-23T13:23:56.000Z",,
45,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",,0,"{""en"":""Sustainability Management"",""pt-PT"":""Gestão da Sustentabilidade"",""pt-BR"":""Gestão da Sustentabilidade"",""es"":""Gestión de la Sostenibilidad"",""fr"":""Gestion de la Durabilité""}","{""en"":""Sustainability Management"",""pt-PT"":""Gestão da Sustentabilidade"",""pt-BR"":""Gestão da Sustentabilidade"",""es"":""Gestión de la Sostenibilidad"",""fr"":""Gestion de la Durabilité""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:24:59.000Z",,
46,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",45,45,"{""en"":""Characterisation of the Company"",""pt-PT"":""Caracterização da Empresa"",""pt-BR"":""Caracterização da Empresa"",""es"":""Caracterización de la Empresa"",""fr"":""Caractérisation de l'Entreprise""}","{""en"":""Characterisation of the Company"",""pt-PT"":""Caracterização da Empresa"",""pt-BR"":""Caracterização da Empresa"",""es"":""Caracterización de la Empresa"",""fr"":""Caractérisation de l'Entreprise""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:26:24.000Z",,
47,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",45,46,"{""en"":""Corporate Culture"",""pt-PT"":""Cultura Empresarial"",""pt-BR"":""Cultura Empresarial"",""es"":""Cultura Corporativa"",""fr"":""Culture d'Entreprise""}","{""en"":""Corporate Culture"",""pt-PT"":""Cultura Empresarial"",""pt-BR"":""Cultura Empresarial"",""es"":""Cultura Corporativa"",""fr"":""Culture d'Entreprise""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:27:36.000Z",,
48,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",45,47,"{""en"":""Strategy"",""pt-PT"":""Estratégia"",""pt-BR"":""Estratégia"",""es"":""Estrategia"",""fr"":""Stratégie""}","{""en"":""Strategy"",""pt-PT"":""Estratégia"",""pt-BR"":""Estratégia"",""es"":""Estrategia"",""fr"":""Stratégie""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:28:21.000Z",,
49,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",45,48,"{""en"":""Action Plan"",""pt-PT"":""Plano de Ação"",""pt-BR"":""Plano de Ação"",""es"":""Plan de Acción"",""fr"":""Plan d'Action""}","{""en"":""Action Plan"",""pt-PT"":""Plano de Ação"",""pt-BR"":""Plano de Ação"",""es"":""Plan de Acción"",""fr"":""Plan d'Action""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:35:03.000Z",,
50,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",45,49,"{""en"":""Communication and Stakeholders"",""pt-PT"":""Comunicação e Stakeholders"",""pt-BR"":""Comunicação e Stakeholders"",""es"":""Comunicación y Partes Interesadas"",""fr"":""Communication et Parties Prenantes""}","{""en"":""Communication and Stakeholders"",""pt-PT"":""Comunicação e Stakeholders"",""pt-BR"":""Comunicação e Stakeholders"",""es"":""Comunicación y Partes Interesadas"",""fr"":""Communication et Parties Prenantes""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:36:21.000Z",,
51,"bcsd2","8fc294c1-cde8-4ce2-8a74-603bc8ff4cc8",45,50,"{""en"":""ESG Topics"",""pt-PT"":""Temas ESG"",""pt-BR"":""Temas ESG"",""es"":""Temas ESG"",""fr"":""Thèmes ESG""}","{""en"":""ESG Topics"",""pt-PT"":""Temas ESG"",""pt-BR"":""Temas ESG"",""es"":""Temas ESG"",""fr"":""Thèmes ESG""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-06-23T13:42:40.000Z",,
52,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,5,"{""en"":""Company profile"",""pt-PT"":""Perfil da Entidade"",""pt-BR"":""Perfil da Entidade"",""es"":""Perfil de la entidad"",""fr"":""Profil de l'entit\u00e9""}","{""en"":""Entity profile"",""pt-PT"":""Perfil da Entidade"",""pt-BR"":""Perfil da Entidade"",""es"":""Perfil de la entidad"",""fr"":""Profil de l'entit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
53,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,10,"{""en"":""Economic Performance"",""pt-PT"":""Desempenho Econ\u00f3mico"",""pt-BR"":""Desempenho Econ\u00f3mico"",""es"":""Rendimiento econ\u00f3mico"",""fr"":""Performance \u00e9conomique""}","{""en"":""Economic Performance"",""pt-PT"":""Desempenho Econ\u00f3mico"",""pt-BR"":""Desempenho Econ\u00f3mico"",""es"":""Rendimiento econ\u00f3mico"",""fr"":""Performance \u00e9conomique""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
54,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,80,"{""en"":""Environmental Performance"",""pt-PT"":""Desempenho Ambiental"",""pt-BR"":""Desempenho Ambiental"",""es"":""Rendimiento medioambiental"",""fr"":""Performance environnementale""}","{""en"":""Environmental Performance"",""pt-PT"":""Desempenho Ambiental"",""pt-BR"":""Desempenho Ambiental"",""es"":""Rendimiento medioambiental"",""fr"":""Performance environnementale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
55,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,160,"{""en"":""Social Performance"",""pt-PT"":""Desempenho Social"",""pt-BR"":""Desempenho Social"",""es"":""Rendimiento social"",""fr"":""Performance sociale""}","{""en"":""Social Performance"",""pt-PT"":""Desempenho Social"",""pt-BR"":""Desempenho Social"",""es"":""Rendimiento social"",""fr"":""Performance sociale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
56,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,240,"{""en"":""Governance Performance"",""pt-PT"":""Desempenho em Governa\u00e7\u00e3o"",""pt-BR"":""Desempenho em Governa\u00e7\u00e3o"",""es"":""Gobernanza"",""fr"":""Performance en mati\u00e8re de gouvernance""}","{""en"":""Governance Performance"",""pt-PT"":""Desempenho em Governa\u00e7\u00e3o"",""pt-BR"":""Desempenho em Governa\u00e7\u00e3o"",""es"":""Gobernanza"",""fr"":""Performance en mati\u00e8re de gouvernance""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
57,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",53,50,"{""en"":""Client relationship"",""pt-PT"":""Rela\u00e7\u00e3o com o cliente"",""pt-BR"":""Rela\u00e7\u00e3o com o cliente"",""es"":""Relaci\u00f3n con los clientes"",""fr"":""Relations avec le client""}","{""en"":""Client Relationship"",""pt-PT"":""Rela\u00e7\u00e3o com o cliente"",""pt-BR"":""Rela\u00e7\u00e3o com o cliente"",""es"":""Relaci\u00f3n con los clientes"",""fr"":""Relations avec les clients""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
58,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",53,60,"{""en"":""Supplier chain"",""pt-PT"":""Cadeia de fornecedores"",""pt-BR"":""Cadeia de fornecedores"",""es"":""Cadena de suministro"",""fr"":""Cha\u00eene d'approvisionnement""}","{""en"":""Supply Chain"",""pt-PT"":""Cadeia de fornecedores"",""pt-BR"":""Cadeia de fornecedores"",""es"":""Cadena de suministro"",""fr"":""Cha\u00eene d'approvisionnement""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
59,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,70,"{""en"":""Economic Performance"",""pt-PT"":""Desempenho Econ\u00f3mico"",""pt-BR"":""Desempenho Econ\u00f3mico"",""es"":""Rendimiento econ\u00f3mico"",""fr"":""Performance \u00e9conomique""}","{""en"":""Economic Performance"",""pt-PT"":""Desempenho Econ\u00f3mico"",""pt-BR"":""Desempenho Econ\u00f3mico"",""es"":""Rendimiento econ\u00f3mico"",""fr"":""Performance \u00e9conomique""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
60,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,100,"{""en"":""Energy management"",""pt-PT"":""Gest\u00e3o de energia"",""pt-BR"":""Gest\u00e3o de energia"",""es"":""Gesti\u00f3n de la energ\u00eda"",""fr"":""Gestion de l'\u00e9nergie""}","{""en"":""Energy management"",""pt-PT"":""Gest\u00e3o de energia"",""pt-BR"":""Gest\u00e3o de energia"",""es"":""Gesti\u00f3n de la energ\u00eda"",""fr"":""Gestion de l'\u00e9nergie""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
61,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,110,"{""en"":""Greenhouse gas emissions"",""pt-PT"":""Emiss\u00f5es de gases com efeito de estufa"",""pt-BR"":""Emiss\u00f5es de gases com efeito de estufa"",""es"":""Emisiones de gases de efecto invernadero"",""fr"":""\u00c9missions de gaz \u00e0 effet de serre""}","{""en"":""Greenhouse gas emissions"",""pt-PT"":""Emiss\u00f5es de gases com efeito de estufa"",""pt-BR"":""Emiss\u00f5es de gases com efeito de estufa"",""es"":""Emisiones de gases de efecto invernadero"",""fr"":""\u00c9missions de gaz \u00e0 effet de serre""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
62,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,120,"{""en"":""Pressure on biodiversity"",""pt-PT"":""Press\u00e3o sobre a biodiversidade"",""pt-BR"":""Press\u00e3o sobre a biodiversidade"",""es"":""Presi\u00f3n sobre la biodiversidad"",""fr"":""Pression sur la biodiversit\u00e9""}","{""en"":""Pressure on biodiversity"",""pt-PT"":""Press\u00e3o sobre a biodiversidade"",""pt-BR"":""Press\u00e3o sobre a biodiversidade"",""es"":""Presi\u00f3n sobre la biodiversidad"",""fr"":""Pression sur la biodiversit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
63,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,130,"{""en"":""Climatic risks from geolocation"",""pt-PT"":""Riscos clim\u00e1ticos por geolocaliza\u00e7\u00e3o"",""pt-BR"":""Riscos clim\u00e1ticos por geolocaliza\u00e7\u00e3o"",""es"":""Riesgos clim\u00e1ticos por geolocalizaci\u00f3n"",""fr"":""G\u00e9olocalisation des risques climatiques""}","{""en"":""Geolocation climate risks"",""pt-PT"":""Riscos clim\u00e1ticos por geolocaliza\u00e7\u00e3o"",""pt-BR"":""Riscos clim\u00e1ticos por geolocaliza\u00e7\u00e3o"",""es"":""Riesgos clim\u00e1ticos por geolocalizaci\u00f3n"",""fr"":""Risques climatiques li\u00e9s \u00e0 la g\u00e9olocalisation""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
64,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,140,"{""en"":""Waste management"",""pt-PT"":""Gest\u00e3o de res\u00edduos"",""pt-BR"":""Gest\u00e3o de res\u00edduos"",""es"":""Gesti\u00f3n de residuos"",""fr"":""Gestion des d\u00e9chets""}","{""en"":""Waste management"",""pt-PT"":""Gest\u00e3o de res\u00edduos"",""pt-BR"":""Gest\u00e3o de res\u00edduos"",""es"":""Gesti\u00f3n de residuos"",""fr"":""Gestion des d\u00e9chets""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
65,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,150,"{""en"":""Circular economy"",""pt-PT"":""Economia circular"",""pt-BR"":""Economia circular"",""es"":""Econom\u00eda circular"",""fr"":""\u00c9conomie circulaire""}","{""en"":""Circular economy"",""pt-PT"":""Economia circular"",""pt-BR"":""Economia circular"",""es"":""Econom\u00eda circular"",""fr"":""\u00c9conomie circulaire""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
66,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,170,"{""en"":""Hiring model"",""pt-PT"":""Modelo de contrata\u00e7\u00e3o"",""pt-BR"":""Modelo de contrata\u00e7\u00e3o"",""es"":""Modelo de contrataci\u00f3n"",""fr"":""Mod\u00e8le de contrat""}","{""en"":""Hiring model"",""pt-PT"":""Modelo de contrata\u00e7\u00e3o"",""pt-BR"":""Modelo de contrata\u00e7\u00e3o"",""es"":""Modelo de contrataci\u00f3n"",""fr"":""Mod\u00e8le de recrutement""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
67,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,180,"{""en"":""Wage equality"",""pt-PT"":""Igualdade salarial"",""pt-BR"":""Igualdade salarial"",""es"":""Igualdad de salarios"",""fr"":""\u00c9galit\u00e9 salariale""}","{""en"":""Equal pay"",""pt-PT"":""Igualdade salarial"",""pt-BR"":""Igualdade salarial"",""es"":""Igualdad salarial"",""fr"":""\u00c9galit\u00e9 salariale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
68,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,190,"{""en"":""Workforce diversity"",""pt-PT"":""Diversidade da for\u00e7a de trabalho"",""pt-BR"":""Diversidade da for\u00e7a de trabalho"",""es"":""Diversidad de la mano de obra"",""fr"":""Diversit\u00e9 de la main-d'\u0153uvre""}","{""en"":""Workforce diversity"",""pt-PT"":""Diversidade da for\u00e7a de trabalho"",""pt-BR"":""Diversidade da for\u00e7a de trabalho"",""es"":""Diversidad de la mano de obra"",""fr"":""Diversit\u00e9 de la main-d'\u0153uvre""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
69,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,200,"{""en"":""Workforce qualification"",""pt-PT"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""pt-BR"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""es"":""Cualificaci\u00f3n de los trabajadores"",""fr"":""Qualification des travailleurs""}","{""en"":""Worker qualification"",""pt-PT"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""pt-BR"":""Qualifica\u00e7\u00e3o dos trabalhadores"",""es"":""Cualificaci\u00f3n de los trabajadores"",""fr"":""Qualification des travailleurs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
70,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,210,"{""en"":""Occupational Health and Safety"",""pt-PT"":""Sa\u00fade e seguran\u00e7a no trabalho"",""pt-BR"":""Sa\u00fade e seguran\u00e7a no trabalho"",""es"":""Salud y seguridad en el trabajo"",""fr"":""Sant\u00e9 et s\u00e9curit\u00e9 au travail""}","{""en"":""Health and safety at work"",""pt-PT"":""Sa\u00fade e seguran\u00e7a no trabalho"",""pt-BR"":""Sa\u00fade e seguran\u00e7a no trabalho"",""es"":""Salud y seguridad en el trabajo"",""fr"":""Sant\u00e9 et s\u00e9curit\u00e9 au travail""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
71,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,220,"{""en"":""Work, personal and family life balance"",""pt-PT"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal, e familiar"",""pt-BR"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal, e familiar"",""es"":""Conciliaci\u00f3n de la vida profesional, personal y familiar"",""fr"":""Conciliation de la vie professionnelle, personnelle et familiale""}","{""en"":""Work-life balance"",""pt-PT"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal, e familiar"",""pt-BR"":""Concilia\u00e7\u00e3o entre a vida profissional, pessoal, e familiar"",""es"":""Conciliaci\u00f3n de la vida profesional, personal y familiar"",""fr"":""Conciliation de la vie professionnelle, personnelle et familiale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
72,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,230,"{""en"":""Local community"",""pt-PT"":""Comunidade local"",""pt-BR"":""Comunidade local"",""es"":""Comunidad local"",""fr"":""Communaut\u00e9 locale""}","{""en"":""Local community"",""pt-PT"":""Comunidade local"",""pt-BR"":""Comunidade local"",""es"":""Comunidad local"",""fr"":""Communaut\u00e9 locale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
73,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,250,"{""en"":""Legal compliance"",""pt-PT"":""Conformidade legal"",""pt-BR"":""Conformidade legal"",""es"":""Cumplimiento legal"",""fr"":""Respect de la l\u00e9gislation""}","{""en"":""Legal compliance"",""pt-PT"":""Conformidade legal"",""pt-BR"":""Conformidade legal"",""es"":""Cumplimiento legal"",""fr"":""Conformit\u00e9 l\u00e9gale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
74,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,255,"{""en"":""Ethics"",""pt-PT"":""\u00c9tica"",""pt-BR"":""\u00c9tica"",""es"":""\u00c9tica"",""fr"":""L'\u00e9thique""}","{""en"":""Ethics"",""pt-PT"":""\u00c9tica"",""pt-BR"":""\u00c9tica"",""es"":""\u00c9tica"",""fr"":""L'\u00c9thique""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
75,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,270,"{""en"":""Transparency"",""pt-PT"":""Transpar\u00eancia"",""pt-BR"":""Transpar\u00eancia"",""es"":""Transparencia"",""fr"":""La transparence""}","{""en"":""Transparency"",""pt-PT"":""Transpar\u00eancia"",""pt-BR"":""Transpar\u00eancia"",""es"":""Transparencia"",""fr"":""La Transparence""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
76,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,280,"{""en"":""Diversity on the board of directors"",""pt-PT"":""Diversidade no org\u00e3o de administra\u00e7\u00e3o"",""pt-BR"":""Diversidade no org\u00e3o de administra\u00e7\u00e3o"",""es"":""Diversidad en el consejo de administraci\u00f3n"",""fr"":""Diversit\u00e9 au sein du conseil d'administration""}","{""en"":""Diversity on the Board of Directors"",""pt-PT"":""Diversidade no org\u00e3o de administra\u00e7\u00e3o"",""pt-BR"":""Diversidade no org\u00e3o de administra\u00e7\u00e3o"",""es"":""Diversidad en el consejo de administraci\u00f3n"",""fr"":""Diversit\u00e9 au sein du conseil d'administration""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
77,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,290,"{""en"":""Due diligence of the supply chain "",""pt-PT"":""Dilig\u00eancia devida na cadeia de abastecimento"",""pt-BR"":""Dilig\u00eancia devida na cadeia de abastecimento"",""es"":""Diligencia debida en la cadena de suministro"",""fr"":""Diligence raisonnable de la cha\u00eene d'approvisionnement""}","{""en"":""Supply chain due diligence"",""pt-PT"":""Dilig\u00eancia devida na cadeia de abastecimento"",""pt-BR"":""Dilig\u00eancia devida na cadeia de abastecimento"",""es"":""Diligencia debida en la cadena de suministro"",""fr"":""Diligence raisonnable de la cha\u00eene d'approvisionnement""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
78,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",56,300,"{""en"":""Risk management"",""pt-PT"":""Gest\u00e3o de risco"",""pt-BR"":""Gest\u00e3o de risco"",""es"":""Gesti\u00f3n de riesgos"",""fr"":""Gestion des risques""}","{""en"":""Risk management"",""pt-PT"":""Gest\u00e3o de risco"",""pt-BR"":""Gest\u00e3o de risco"",""es"":""Gesti\u00f3n de riesgos"",""fr"":""Gestion des risques""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
79,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,90,"{""en"":""Water consumption"",""pt-PT"":""Consumo de \u00e1gua"",""pt-BR"":""Consumo de \u00e1gua"",""es"":""Consumo de agua"",""fr"":""Consommation d'eau""}","{""en"":""Water consumption"",""pt-PT"":""Consumo de \u00e1gua"",""pt-BR"":""Consumo de \u00e1gua"",""es"":""Consumo de agua"",""fr"":""Consommation d'eau""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
80,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,320,"{""en"":""Report"",""pt-PT"":""Relat\u00f3rio"",""pt-BR"":""Relat\u00f3rio"",""es"":""Informe"",""fr"":""Rapport""}","{""en"":""Report"",""pt-PT"":""Relat\u00f3rio"",""pt-BR"":""Relat\u00f3rio"",""es"":""Informe"",""fr"":""Rapport""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
81,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",82,30,"{""en"":""Materiality"",""pt-PT"":""Materialidade"",""pt-BR"":""Materialidade"",""es"":""Materialidad"",""fr"":""Mat\u00e9rialit\u00e9""}","{""en"":""Materiality"",""pt-PT"":""Materialidade"",""pt-BR"":""Materialidade"",""es"":""Materialidad"",""fr"":""Mat\u00e9rialit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
82,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",,1,"{""en"":""Organization information"",""pt-PT"":""Dados da Organiza\u00e7\u00e3o"",""pt-BR"":""Dados da Organiza\u00e7\u00e3o"",""es"":""Datos de la organizaci\u00f3n"",""fr"":""Donn\u00e9es sur l'organisation""}","{""en"":""Organization data"",""pt-PT"":""Dados da Organiza\u00e7\u00e3o"",""pt-BR"":""Dados da Organiza\u00e7\u00e3o"",""es"":""Datos de la organizaci\u00f3n"",""fr"":""Donn\u00e9es sur l'organisation""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
83,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",54,155,"{""en"":""Environmental policies"",""pt-PT"":""Pol\u00edticas ambientais"",""pt-BR"":""Pol\u00edticas ambientais"",""es"":""Pol\u00edticas medioambientales"",""fr"":""Politiques environnementales""}","{""en"":""Environmental policies"",""pt-PT"":""Pol\u00edticas ambientais"",""pt-BR"":""Pol\u00edticas ambientais"",""es"":""Pol\u00edtica medioambiental"",""fr"":""Politiques environnementales""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
84,"tdp","88bd07c3-05a9-4a30-b732-c865d7ccbce1",55,235,"{""en"":""Social policies"",""pt-PT"":""Pol\u00edticas sociais"",""pt-BR"":""Pol\u00edticas sociais"",""es"":""Pol\u00edticas sociales"",""fr"":""Politiques sociales""}","{""en"":""Social policies"",""pt-PT"":""Pol\u00edticas sociais"",""pt-BR"":""Pol\u00edticas sociais"",""es"":""Pol\u00edticas sociales"",""fr"":""Politiques sociales""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2023-04-18T22:27:56.000Z","2023-04-18T22:27:56.000Z",,
